qseqid	sseqid	pid	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
R=18.chkTE#unclass/unclass	chr_001	86.106	511	57	11	2	510	11188377	11187879	6.47e-152	538.0
R=18.chkTE#unclass/unclass	chr_001	85.158	539	62	14	1	529	19798663	19799193	2.33e-151	536.0
R=18.chkTE#unclass/unclass	chr_001	84.574	564	62	17	1	559	22275907	22276450	2.33e-151	536.0
R=18.chkTE#unclass/unclass	chr_001	84.436	559	68	13	2	559	12637092	12636552	3.0099999999999996e-150	532.0
R=18.chkTE#unclass/unclass	chr_001	85.206	534	55	12	2	527	357213	357730	1.4e-148	527.0
R=18.chkTE#unclass/unclass	chr_001	85.409	514	68	5	16	527	7214037	7214545	1.4e-148	527.0
R=18.chkTE#unclass/unclass	chr_001	85.094	530	61	11	1	529	4393831	4393319	5.04e-148	525.0
R=18.chkTE#unclass/unclass	chr_001	84.871	542	57	11	1	529	24495401	24495930	1.81e-147	523.0
R=18.chkTE#unclass/unclass	chr_001	83.951	567	67	17	2	562	1089059	1089607	6.52e-147	521.0
R=18.chkTE#unclass/unclass	chr_001	84.803	533	63	10	2	529	34424916	34424397	2.34e-146	520.0
R=18.chkTE#unclass/unclass	chr_001	84.644	534	67	8	2	529	34852884	34852360	8.43e-146	518.0
R=18.chkTE#unclass/unclass	chr_001	84.601	539	62	13	2	529	13823859	13823331	3.03e-145	516.0
R=18.chkTE#unclass/unclass	chr_001	83.451	568	72	13	1	562	10982994	10982443	5.07e-143	508.0
R=18.chkTE#unclass/unclass	chr_001	83.392	566	72	12	2	562	14081321	14081869	6.56e-142	505.0
R=18.chkTE#unclass/unclass	chr_001	84.34	530	65	13	1	529	570810	571322	2.36e-141	503.0
R=18.chkTE#unclass/unclass	chr_001	85.098	510	57	12	2	505	36238974	36238478	2.36e-141	503.0
R=18.chkTE#unclass/unclass	chr_001	84.211	532	65	11	2	520	15952085	15951560	3.05e-140	499.0
R=18.chkTE#unclass/unclass	chr_001	83.158	570	71	13	1	564	4277608	4277058	1.1e-139	497.0
R=18.chkTE#unclass/unclass	chr_001	83.906	553	56	18	1	529	35365209	35365752	1.1e-139	497.0
R=18.chkTE#unclass/unclass	chr_001	82.842	577	73	18	2	563	32640	32075	1.42e-138	494.0
R=18.chkTE#unclass/unclass	chr_001	83.275	568	61	27	1	559	6656930	6657472	5.1099999999999995e-138	492.0
R=18.chkTE#unclass/unclass	chr_001	82.923	568	73	17	2	559	2685156	2685709	1.84e-137	490.0
R=18.chkTE#unclass/unclass	chr_001	84.082	534	58	15	1	529	21948856	21948345	1.84e-137	490.0
R=18.chkTE#unclass/unclass	chr_001	83.005	559	73	13	2	554	36195439	36194897	2.38e-136	486.0
R=18.chkTE#unclass/unclass	chr_001	83.49	533	70	11	2	529	10850271	10850790	1.11e-134	481.0
R=18.chkTE#unclass/unclass	chr_001	83.835	532	56	23	48	562	32813987	32813469	3.9799999999999996e-134	479.0
R=18.chkTE#unclass/unclass	chr_001	82.857	560	69	15	1	559	13482545	13482012	1.43e-133	477.0
R=18.chkTE#unclass/unclass	chr_001	83.395	542	61	17	1	529	601831	602356	5.15e-133	475.0
R=18.chkTE#unclass/unclass	chr_001	83.146	534	72	13	2	529	13947876	13947355	6.660000000000001e-132	472.0
R=18.chkTE#unclass/unclass	chr_001	82.909	550	68	17	1	543	17336204	17336734	6.660000000000001e-132	472.0
R=18.chkTE#unclass/unclass	chr_001	85.232	474	53	10	16	488	30063230	30063687	6.660000000000001e-132	472.0
R=18.chkTE#unclass/unclass	chr_001	83.396	536	62	21	33	550	32922200	32922726	6.660000000000001e-132	472.0
R=18.chkTE#unclass/unclass	chr_001	84.615	494	51	16	82	564	20512305	20512784	8.61e-131	468.0
R=18.chkTE#unclass/unclass	chr_001	84.926	471	57	10	95	562	21425524	21425983	1.11e-129	464.0
R=18.chkTE#unclass/unclass	chr_001	82.991	535	70	13	2	529	34439160	34438640	1.11e-129	464.0
R=18.chkTE#unclass/unclass	chr_001	82.238	563	74	20	1	558	34980967	34980426	4.0100000000000004e-129	462.0
R=18.chkTE#unclass/unclass	chr_001	88.342	386	41	4	2	386	35862459	35862841	1.44e-128	460.0
R=18.chkTE#unclass/unclass	chr_001	82.81	541	62	16	2	529	36276935	36276413	6.7e-127	455.0
R=18.chkTE#unclass/unclass	chr_001	83.112	527	58	21	17	529	14633573	14633064	8.669999999999999e-126	451.0
R=18.chkTE#unclass/unclass	chr_001	82.714	538	63	19	2	529	19017777	19018294	8.669999999999999e-126	451.0
R=18.chkTE#unclass/unclass	chr_001	84.016	488	56	15	81	559	35839730	35840204	3.1200000000000004e-125	449.0
R=18.chkTE#unclass/unclass	chr_001	82.528	538	67	16	1	529	15577238	15576719	1.12e-124	448.0
R=18.chkTE#unclass/unclass	chr_001	81.565	575	74	17	1	562	24989549	24988994	4.03e-124	446.0
R=18.chkTE#unclass/unclass	chr_001	81.707	574	70	29	2	562	35062669	35063220	4.03e-124	446.0
R=18.chkTE#unclass/unclass	chr_001	83.4	500	61	10	1	487	14419956	14420446	1.4500000000000002e-123	444.0
R=18.chkTE#unclass/unclass	chr_001	82.868	537	50	24	66	563	18781634	18782167	1.4500000000000002e-123	444.0
R=18.chkTE#unclass/unclass	chr_001	85.36	444	44	13	97	529	13239280	13239713	1.88e-122	440.0
R=18.chkTE#unclass/unclass	chr_001	85.227	440	51	11	125	558	15752825	15752394	1.88e-122	440.0
R=18.chkTE#unclass/unclass	chr_001	81.593	565	75	15	2	550	18775506	18776057	1.88e-122	440.0
R=18.chkTE#unclass/unclass	chr_001	83.267	502	60	16	67	562	32984556	32985039	1.88e-122	440.0
R=18.chkTE#unclass/unclass	chr_001	82.567	522	68	17	26	533	10319488	10320000	6.75e-122	438.0
R=18.chkTE#unclass/unclass	chr_001	83.936	498	39	25	62	529	16729302	16728816	6.75e-122	438.0
R=18.chkTE#unclass/unclass	chr_001	85.548	429	49	7	142	560	21196484	21196059	2.43e-121	436.0
R=18.chkTE#unclass/unclass	chr_001	81.607	560	71	25	1	550	13904588	13905125	8.73e-121	435.0
R=18.chkTE#unclass/unclass	chr_001	82.846	513	59	16	66	562	18579468	18579967	3.14e-120	433.0
R=18.chkTE#unclass/unclass	chr_001	81.469	572	66	21	2	562	22937206	22937748	3.14e-120	433.0
R=18.chkTE#unclass/unclass	chr_001	81.25	576	70	20	2	548	34386739	34386173	1.13e-119	431.0
R=18.chkTE#unclass/unclass	chr_001	86.889	389	38	5	1	381	21844201	21844584	1.8900000000000003e-117	424.0
R=18.chkTE#unclass/unclass	chr_001	83.716	479	43	22	76	529	16491047	16491515	2.4500000000000002e-116	420.0
R=18.chkTE#unclass/unclass	chr_001	82.375	522	53	29	66	562	298832	298325	8.79e-116	418.0
R=18.chkTE#unclass/unclass	chr_001	81.584	543	66	20	16	544	12716783	12716261	8.79e-116	418.0
R=18.chkTE#unclass/unclass	chr_001	81.215	543	77	12	1	529	15492563	15493094	1.14e-114	414.0
R=18.chkTE#unclass/unclass	chr_001	81.524	525	78	13	1	522	19755873	19755365	1.14e-114	414.0
R=18.chkTE#unclass/unclass	chr_001	87.263	369	38	6	2	370	5125401	5125042	4.09e-114	412.0
R=18.chkTE#unclass/unclass	chr_001	84.071	452	46	13	16	452	18822174	18821734	4.09e-114	412.0
R=18.chkTE#unclass/unclass	chr_001	82.495	497	62	12	2	497	26690667	26690195	4.09e-114	412.0
R=18.chkTE#unclass/unclass	chr_001	85.442	419	28	19	103	491	17169086	17168671	6.85e-112	405.0
R=18.chkTE#unclass/unclass	chr_001	85.934	391	37	9	1	381	34045372	34045754	8.86e-111	401.0
R=18.chkTE#unclass/unclass	chr_001	80.634	568	67	27	5	562	18729406	18729940	3.1900000000000005e-110	399.0
R=18.chkTE#unclass/unclass	chr_001	82.942	469	54	19	82	535	19406688	19406231	3.1900000000000005e-110	399.0
R=18.chkTE#unclass/unclass	chr_001	81.625	517	63	20	1	512	20390951	20391440	3.1900000000000005e-110	399.0
R=18.chkTE#unclass/unclass	chr_001	85.049	408	43	10	128	521	33503924	33504327	3.1900000000000005e-110	399.0
R=18.chkTE#unclass/unclass	chr_001	80.208	576	75	24	4	562	10396206	10396759	4.12e-109	396.0
R=18.chkTE#unclass/unclass	chr_001	84.0	425	44	10	137	550	1712056	1711645	2.4799999999999997e-106	387.0
R=18.chkTE#unclass/unclass	chr_001	80.741	540	66	25	1	529	15133751	15134263	2.4799999999999997e-106	387.0
R=18.chkTE#unclass/unclass	chr_001	80.979	531	64	26	5	511	18456923	18456406	2.4799999999999997e-106	387.0
R=18.chkTE#unclass/unclass	chr_001	85.564	381	40	8	16	390	2786122	2785751	8.92e-106	385.0
R=18.chkTE#unclass/unclass	chr_001	80.354	565	63	24	21	562	17205032	17204493	8.92e-106	385.0
R=18.chkTE#unclass/unclass	chr_001	79.5	600	78	31	5	562	17540770	17540174	8.92e-106	385.0
R=18.chkTE#unclass/unclass	chr_001	86.264	364	38	8	197	559	36219893	36219541	8.92e-106	385.0
R=18.chkTE#unclass/unclass	chr_001	81.386	505	62	14	2	480	1478133	1477635	3.21e-105	383.0
R=18.chkTE#unclass/unclass	chr_001	80.769	546	57	20	2	529	17308811	17308296	3.21e-105	383.0
R=18.chkTE#unclass/unclass	chr_001	83.527	431	47	14	114	535	268270	268685	1.15e-104	381.0
R=18.chkTE#unclass/unclass	chr_001	81.67	491	61	16	79	562	17329356	17328888	1.15e-104	381.0
R=18.chkTE#unclass/unclass	chr_001	86.427	361	34	8	171	523	34821959	34822312	1.15e-104	381.0
R=18.chkTE#unclass/unclass	chr_001	81.526	498	59	19	78	559	35766774	35766294	4.15e-104	379.0
R=18.chkTE#unclass/unclass	chr_001	86.072	359	42	7	16	371	35872372	35872725	4.15e-104	379.0
R=18.chkTE#unclass/unclass	chr_001	82.062	485	48	22	16	473	17279106	17279578	1.49e-103	377.0
R=18.chkTE#unclass/unclass	chr_001	85.831	367	39	7	1	363	20124555	20124912	1.49e-103	377.0
R=18.chkTE#unclass/unclass	chr_001	79.749	558	77	24	5	540	8144639	8145182	6.94e-102	372.0
R=18.chkTE#unclass/unclass	chr_001	82.812	448	45	17	16	442	18140309	18139873	6.94e-102	372.0
R=18.chkTE#unclass/unclass	chr_001	79.407	573	82	26	18	563	21518495	21517932	6.94e-102	372.0
R=18.chkTE#unclass/unclass	chr_001	80.627	542	52	27	65	560	16016835	16016301	2.5e-101	370.0
R=18.chkTE#unclass/unclass	chr_001	80.566	530	60	30	1	522	25798512	25798018	8.98e-101	368.0
R=18.chkTE#unclass/unclass	chr_001	81.938	454	62	14	43	487	5767317	5767759	3.2300000000000003e-100	366.0
R=18.chkTE#unclass/unclass	chr_001	83.744	406	46	16	162	562	24605762	24606152	3.2300000000000003e-100	366.0
R=18.chkTE#unclass/unclass	chr_001	81.52	487	42	27	104	562	8344508	8344974	1.94e-97	357.0
R=18.chkTE#unclass/unclass	chr_001	86.136	339	36	6	197	529	12614303	12614636	6.99e-97	355.0
R=18.chkTE#unclass/unclass	chr_001	84.021	388	39	13	116	485	18799325	18799707	9.05e-96	351.0
R=18.chkTE#unclass/unclass	chr_001	79.01	586	66	35	2	562	22740450	22741003	1.1699999999999999e-94	348.0
R=18.chkTE#unclass/unclass	chr_001	84.615	351	46	6	210	559	13334104	13333761	5.4499999999999995e-93	342.0
R=18.chkTE#unclass/unclass	chr_001	84.789	355	36	15	2	355	11585104	11585441	1.96e-92	340.0
R=18.chkTE#unclass/unclass	chr_001	85.672	335	35	7	1	330	14486934	14487260	1.96e-92	340.0
R=18.chkTE#unclass/unclass	chr_001	84.658	365	30	19	16	363	17514021	17513666	1.96e-92	340.0
R=18.chkTE#unclass/unclass	chr_001	79.228	544	68	27	2	529	16601406	16600892	2.53e-91	337.0
R=18.chkTE#unclass/unclass	chr_001	79.691	517	60	24	1	490	17319321	17319819	1.1799999999999998e-89	331.0
R=18.chkTE#unclass/unclass	chr_001	78.136	590	79	27	1	562	16325056	16325623	4.2399999999999996e-89	329.0
R=18.chkTE#unclass/unclass	chr_001	81.046	459	46	17	84	529	35770650	35770220	1.52e-88	327.0
R=18.chkTE#unclass/unclass	chr_001	85.119	336	28	13	67	390	15240336	15240661	1.97e-87	324.0
R=18.chkTE#unclass/unclass	chr_001	82.507	383	49	9	181	562	11820143	11819778	2.55e-86	320.0
R=18.chkTE#unclass/unclass	chr_001	83.514	370	29	17	1	370	17289289	17288952	3.3000000000000003e-85	316.0
R=18.chkTE#unclass/unclass	chr_001	82.92	363	44	10	147	495	371716	371358	1.54e-83	311.0
R=18.chkTE#unclass/unclass	chr_001	91.416	233	11	3	168	391	815814	815582	1.54e-83	311.0
R=18.chkTE#unclass/unclass	chr_001	79.108	493	60	14	2	474	33464747	33465216	3.32e-80	300.0
R=18.chkTE#unclass/unclass	chr_001	80.317	442	49	19	110	529	36172117	36172542	3.32e-80	300.0
R=18.chkTE#unclass/unclass	chr_001	87.5	272	16	11	66	329	853193	853454	1.2e-79	298.0
R=18.chkTE#unclass/unclass	chr_001	78.905	493	59	25	89	563	22344859	22344394	5.56e-78	292.0
R=18.chkTE#unclass/unclass	chr_001	84.127	315	35	10	250	559	31244928	31244624	2.0000000000000002e-77	291.0
R=18.chkTE#unclass/unclass	chr_001	86.643	277	18	10	114	381	35913816	35914082	7.19e-77	289.0
R=18.chkTE#unclass/unclass	chr_001	83.758	314	40	7	247	559	25945896	25946199	2.59e-76	287.0
R=18.chkTE#unclass/unclass	chr_001	77.368	570	72	32	1	562	2324814	2325334	9.31e-76	285.0
R=18.chkTE#unclass/unclass	chr_001	84.039	307	32	8	232	529	19234156	19234454	4.33e-74	279.0
R=18.chkTE#unclass/unclass	chr_001	78.233	464	70	16	74	521	18516234	18515786	9.37e-71	268.0
R=18.chkTE#unclass/unclass	chr_001	83.333	312	28	17	266	557	16907868	16907561	3.37e-70	267.0
R=18.chkTE#unclass/unclass	chr_001	84.559	272	33	4	263	529	16111376	16111109	1.5699999999999999e-68	261.0
R=18.chkTE#unclass/unclass	chr_001	86.239	218	22	5	170	381	10561747	10561532	4.42e-59	230.0
R=18.chkTE#unclass/unclass	chr_001	81.23	309	32	16	103	390	18714802	18715105	5.72e-58	226.0
R=18.chkTE#unclass/unclass	chr_001	80.782	307	41	11	232	529	27342930	27342633	2.0600000000000002e-57	224.0
R=18.chkTE#unclass/unclass	chr_001	79.722	360	32	22	212	562	11565670	11565997	7.4e-57	222.0
R=18.chkTE#unclass/unclass	chr_001	93.96	149	3	4	191	334	35914858	35914711	2.66e-56	220.0
R=18.chkTE#unclass/unclass	chr_001	80.0	350	24	24	218	529	22431708	22431367	3.44e-55	217.0
R=18.chkTE#unclass/unclass	chr_001	79.023	348	45	16	2	345	11820142	11820465	4.45e-54	213.0
R=18.chkTE#unclass/unclass	chr_001	84.091	220	22	7	263	472	34282487	34282703	3.47e-50	200.0
R=18.chkTE#unclass/unclass	chr_001	83.7	227	17	9	183	390	15369532	15369757	4.49e-49	196.0
R=18.chkTE#unclass/unclass	chr_001	78.648	281	42	14	273	548	17802433	17802166	2.72e-41	171.0
R=18.chkTE#unclass/unclass	chr_001	81.69	213	29	7	287	490	24680678	24680889	9.78e-41	169.0
R=18.chkTE#unclass/unclass	chr_001	92.0	100	7	1	264	363	1344691	1344593	7.67e-32	139.0
R=18.chkTE#unclass/unclass	chr_002	85.08	563	65	12	2	559	24885298	24885846	1.79e-157	556.0
R=18.chkTE#unclass/unclass	chr_002	84.806	566	63	13	2	562	2234995	2234448	1.0800000000000001e-154	547.0
R=18.chkTE#unclass/unclass	chr_002	84.276	566	74	9	2	559	2059408	2058850	6.47e-152	538.0
R=18.chkTE#unclass/unclass	chr_002	84.359	569	68	14	1	562	16020624	16021178	6.47e-152	538.0
R=18.chkTE#unclass/unclass	chr_002	84.276	566	67	19	1	559	11342755	11342205	3.0099999999999996e-150	532.0
R=18.chkTE#unclass/unclass	chr_002	85.047	535	61	12	1	529	21737463	21737984	1.4e-148	527.0
R=18.chkTE#unclass/unclass	chr_002	84.342	562	58	18	16	559	6239823	6240372	1.81e-147	523.0
R=18.chkTE#unclass/unclass	chr_002	84.144	555	62	15	16	562	23445733	23445197	1.0900000000000001e-144	514.0
R=18.chkTE#unclass/unclass	chr_002	83.951	567	58	21	1	554	9937643	9938189	3.9200000000000003e-144	512.0
R=18.chkTE#unclass/unclass	chr_002	83.449	574	72	15	1	562	15717088	15716526	3.9200000000000003e-144	512.0
R=18.chkTE#unclass/unclass	chr_002	83.392	572	70	15	1	557	7155860	7155299	1.82e-142	507.0
R=18.chkTE#unclass/unclass	chr_002	84.733	524	58	16	2	517	9331593	9332102	6.56e-142	505.0
R=18.chkTE#unclass/unclass	chr_002	84.34	530	66	10	1	529	9725538	9726051	2.36e-141	503.0
R=18.chkTE#unclass/unclass	chr_002	83.304	575	65	16	2	559	7384389	7384949	8.489999999999999e-141	501.0
R=18.chkTE#unclass/unclass	chr_002	82.982	570	80	12	2	559	9765784	9765220	3.05e-140	499.0
R=18.chkTE#unclass/unclass	chr_002	83.363	559	71	14	2	550	4458509	4459055	1.1e-139	497.0
R=18.chkTE#unclass/unclass	chr_002	84.082	534	65	12	2	529	10235958	10235439	1.1e-139	497.0
R=18.chkTE#unclass/unclass	chr_002	83.273	556	77	13	16	562	12469879	12469331	1.1e-139	497.0
R=18.chkTE#unclass/unclass	chr_002	84.082	534	64	11	1	529	9245699	9245182	3.95e-139	496.0
R=18.chkTE#unclass/unclass	chr_002	83.13	575	66	18	2	559	10480413	10479853	3.95e-139	496.0
R=18.chkTE#unclass/unclass	chr_002	83.045	578	66	18	2	559	19721450	19720885	3.95e-139	496.0
R=18.chkTE#unclass/unclass	chr_002	84.082	534	59	16	2	529	459236	458723	5.1099999999999995e-138	492.0
R=18.chkTE#unclass/unclass	chr_002	83.16	576	54	22	16	562	19108961	19109522	2.38e-136	486.0
R=18.chkTE#unclass/unclass	chr_002	82.759	580	65	22	2	559	24495190	24495756	8.549999999999999e-136	484.0
R=18.chkTE#unclass/unclass	chr_002	82.979	564	67	16	1	559	15539007	15539546	3.07e-135	483.0
R=18.chkTE#unclass/unclass	chr_002	82.504	583	66	16	2	559	13937519	13938090	3.9799999999999996e-134	479.0
R=18.chkTE#unclass/unclass	chr_002	83.396	536	67	16	1	529	24391558	24391038	1.43e-133	477.0
R=18.chkTE#unclass/unclass	chr_002	82.125	593	70	23	1	562	16034758	16035345	5.15e-133	475.0
R=18.chkTE#unclass/unclass	chr_002	83.46	526	69	13	2	527	166060	166567	1.85e-132	473.0
R=18.chkTE#unclass/unclass	chr_002	83.622	519	68	11	16	529	2597462	2596956	6.660000000000001e-132	472.0
R=18.chkTE#unclass/unclass	chr_002	82.447	564	71	18	1	557	20890756	20891298	8.61e-131	468.0
R=18.chkTE#unclass/unclass	chr_002	83.15	546	57	22	2	529	11507298	11506770	3.1e-130	466.0
R=18.chkTE#unclass/unclass	chr_002	83.117	539	64	16	2	529	13447595	13448117	3.1e-130	466.0
R=18.chkTE#unclass/unclass	chr_002	83.24	537	59	18	16	529	15598043	15598571	1.11e-129	464.0
R=18.chkTE#unclass/unclass	chr_002	86.651	427	47	7	116	538	19363217	19363637	1.11e-129	464.0
R=18.chkTE#unclass/unclass	chr_002	81.897	580	74	21	2	562	4470183	4469616	1.44e-128	460.0
R=18.chkTE#unclass/unclass	chr_002	82.696	549	63	20	1	529	13186982	13187518	5.18e-128	459.0
R=18.chkTE#unclass/unclass	chr_002	89.344	366	35	2	16	381	213973	214334	1.86e-127	457.0
R=18.chkTE#unclass/unclass	chr_002	85.811	444	43	13	97	529	11710963	11711397	2.41e-126	453.0
R=18.chkTE#unclass/unclass	chr_002	85.366	451	48	16	113	559	9194037	9194473	8.669999999999999e-126	451.0
R=18.chkTE#unclass/unclass	chr_002	83.702	497	61	15	16	510	20169552	20169074	8.669999999999999e-126	451.0
R=18.chkTE#unclass/unclass	chr_002	81.481	594	68	22	2	562	8887456	8888040	3.1200000000000004e-125	449.0
R=18.chkTE#unclass/unclass	chr_002	82.83	530	61	17	2	529	12569618	12570119	1.12e-124	448.0
R=18.chkTE#unclass/unclass	chr_002	82.577	551	54	21	16	541	13879778	13879245	1.12e-124	448.0
R=18.chkTE#unclass/unclass	chr_002	81.787	582	63	25	2	563	17818432	17817874	1.12e-124	448.0
R=18.chkTE#unclass/unclass	chr_002	83.333	510	58	16	66	562	2769843	2769348	4.03e-124	446.0
R=18.chkTE#unclass/unclass	chr_002	82.528	538	62	21	2	529	3330808	3331323	1.4500000000000002e-123	444.0
R=18.chkTE#unclass/unclass	chr_002	81.443	582	69	20	1	557	11922137	11922704	1.88e-122	440.0
R=18.chkTE#unclass/unclass	chr_002	83.4	500	57	18	66	563	25448742	25449217	1.88e-122	440.0
R=18.chkTE#unclass/unclass	chr_002	86.019	422	39	7	100	505	10282184	10281767	8.73e-121	435.0
R=18.chkTE#unclass/unclass	chr_002	82.897	497	65	13	32	522	449733	449251	4.06e-119	429.0
R=18.chkTE#unclass/unclass	chr_002	81.217	575	70	20	16	559	13100606	13101173	4.06e-119	429.0
R=18.chkTE#unclass/unclass	chr_002	81.132	583	68	31	2	562	19942954	19943516	4.06e-119	429.0
R=18.chkTE#unclass/unclass	chr_002	83.851	483	39	23	108	562	3356277	3356748	1.8900000000000003e-117	424.0
R=18.chkTE#unclass/unclass	chr_002	81.217	575	64	25	16	558	14153961	14153399	1.8900000000000003e-117	424.0
R=18.chkTE#unclass/unclass	chr_002	81.885	541	63	19	3	529	15415824	15415305	1.8900000000000003e-117	424.0
R=18.chkTE#unclass/unclass	chr_002	82.785	517	48	27	31	520	15905157	15904655	1.8900000000000003e-117	424.0
R=18.chkTE#unclass/unclass	chr_002	81.536	547	65	20	1	529	15995275	15995803	8.79e-116	418.0
R=18.chkTE#unclass/unclass	chr_002	82.759	493	62	13	1	488	16166810	16166336	8.79e-116	418.0
R=18.chkTE#unclass/unclass	chr_002	80.579	587	73	27	2	563	16213030	16213600	1.14e-114	414.0
R=18.chkTE#unclass/unclass	chr_002	80.851	564	76	18	1	557	20728866	20728328	1.14e-114	414.0
R=18.chkTE#unclass/unclass	chr_002	86.458	384	37	8	17	390	8998973	8998595	1.9e-112	407.0
R=18.chkTE#unclass/unclass	chr_002	81.331	541	66	18	1	538	14941705	14941197	1.9e-112	407.0
R=18.chkTE#unclass/unclass	chr_002	80.708	565	67	27	16	562	7320394	7320934	8.86e-111	401.0
R=18.chkTE#unclass/unclass	chr_002	88.822	331	29	7	16	346	9790372	9790050	3.1900000000000005e-110	399.0
R=18.chkTE#unclass/unclass	chr_002	80.776	567	62	33	16	562	18617040	18616501	3.1900000000000005e-110	399.0
R=18.chkTE#unclass/unclass	chr_002	82.0	500	60	19	74	562	4898273	4897793	1.15e-109	398.0
R=18.chkTE#unclass/unclass	chr_002	81.101	545	61	23	1	522	8933692	8933167	1.15e-109	398.0
R=18.chkTE#unclass/unclass	chr_002	85.979	378	43	10	188	562	10637466	10637096	4.12e-109	396.0
R=18.chkTE#unclass/unclass	chr_002	88.358	335	27	6	66	392	11791883	11791553	5.33e-108	392.0
R=18.chkTE#unclass/unclass	chr_002	81.746	504	58	19	1	487	12319080	12318594	1.92e-107	390.0
R=18.chkTE#unclass/unclass	chr_002	80.325	554	78	23	16	557	18635335	18635869	1.92e-107	390.0
R=18.chkTE#unclass/unclass	chr_002	88.288	333	29	8	1	332	20343376	20343699	1.92e-107	390.0
R=18.chkTE#unclass/unclass	chr_002	80.855	538	63	20	16	518	8660989	8660457	2.4799999999999997e-106	387.0
R=18.chkTE#unclass/unclass	chr_002	80.989	526	66	19	51	563	25390018	25390522	2.4799999999999997e-106	387.0
R=18.chkTE#unclass/unclass	chr_002	85.09	389	40	13	182	558	2645857	2646239	1.15e-104	381.0
R=18.chkTE#unclass/unclass	chr_002	81.911	492	49	23	97	562	11799209	11799686	4.15e-104	379.0
R=18.chkTE#unclass/unclass	chr_002	83.816	414	49	9	2	406	15750129	15749725	1.49e-103	377.0
R=18.chkTE#unclass/unclass	chr_002	82.366	465	53	24	70	520	24375426	24375875	1.49e-103	377.0
R=18.chkTE#unclass/unclass	chr_002	81.504	492	59	21	95	562	14282755	14282272	5.37e-103	375.0
R=18.chkTE#unclass/unclass	chr_002	81.124	498	66	13	66	558	12284683	12284209	1.93e-102	374.0
R=18.chkTE#unclass/unclass	chr_002	84.108	409	41	13	1	386	16703403	16703810	1.93e-102	374.0
R=18.chkTE#unclass/unclass	chr_002	80.859	512	63	17	2	497	15178030	15177538	2.5e-101	370.0
R=18.chkTE#unclass/unclass	chr_002	80.112	538	72	19	1	528	740005	740517	8.98e-101	368.0
R=18.chkTE#unclass/unclass	chr_002	80.403	546	53	29	2	529	13782586	13782077	3.2300000000000003e-100	366.0
R=18.chkTE#unclass/unclass	chr_002	85.44	364	33	9	16	368	11617939	11617585	1.5e-98	361.0
R=18.chkTE#unclass/unclass	chr_002	80.426	516	63	21	2	495	20041444	20041943	5.41e-98	359.0
R=18.chkTE#unclass/unclass	chr_002	86.0	350	30	10	27	363	19166739	19167082	1.94e-97	357.0
R=18.chkTE#unclass/unclass	chr_002	79.102	579	68	37	1	562	1743266	1742724	3.25e-95	350.0
R=18.chkTE#unclass/unclass	chr_002	78.401	588	87	19	1	562	11718848	11719421	4.21e-94	346.0
R=18.chkTE#unclass/unclass	chr_002	80.915	503	41	29	75	538	15908979	15909465	4.21e-94	346.0
R=18.chkTE#unclass/unclass	chr_002	85.303	347	38	9	195	539	17995357	17995022	4.21e-94	346.0
R=18.chkTE#unclass/unclass	chr_002	78.596	584	74	33	2	562	7117845	7117290	7.04e-92	339.0
R=18.chkTE#unclass/unclass	chr_002	82.524	412	44	18	97	496	1797013	1797408	2.53e-91	337.0
R=18.chkTE#unclass/unclass	chr_002	83.038	395	44	16	4	392	21161839	21162216	2.53e-91	337.0
R=18.chkTE#unclass/unclass	chr_002	84.254	362	33	12	2	363	5723156	5722819	1.1799999999999998e-89	331.0
R=18.chkTE#unclass/unclass	chr_002	82.108	408	49	16	1	392	11606910	11607309	1.52e-88	327.0
R=18.chkTE#unclass/unclass	chr_002	78.988	514	74	19	1	487	22850210	22850716	2.55e-86	320.0
R=18.chkTE#unclass/unclass	chr_002	83.862	347	41	12	1	346	4879631	4879963	3.3000000000000003e-85	316.0
R=18.chkTE#unclass/unclass	chr_002	88.561	271	16	7	131	386	10357607	10357877	1.19e-84	315.0
R=18.chkTE#unclass/unclass	chr_002	89.879	247	20	5	112	357	157272	157514	4.27e-84	313.0
R=18.chkTE#unclass/unclass	chr_002	79.622	476	64	22	16	486	8211200	8211647	1.54e-83	311.0
R=18.chkTE#unclass/unclass	chr_002	84.195	329	38	10	207	529	15166985	15166665	1.9899999999999998e-82	307.0
R=18.chkTE#unclass/unclass	chr_002	85.619	299	34	5	232	529	19835842	19836132	7.14e-82	305.0
R=18.chkTE#unclass/unclass	chr_002	91.549	213	13	2	163	371	13742456	13742667	7.19e-77	289.0
R=18.chkTE#unclass/unclass	chr_002	78.082	511	68	24	67	562	24933655	24933174	3.3500000000000003e-75	283.0
R=18.chkTE#unclass/unclass	chr_002	78.419	468	75	18	2	449	8948297	8948758	1.2e-74	281.0
R=18.chkTE#unclass/unclass	chr_002	80.964	394	41	22	116	481	9618453	9618066	1.2e-74	281.0
R=18.chkTE#unclass/unclass	chr_002	83.186	339	23	18	219	523	12097199	12096861	4.33e-74	279.0
R=18.chkTE#unclass/unclass	chr_002	84.028	288	33	8	247	529	8482023	8482302	1.21e-69	265.0
R=18.chkTE#unclass/unclass	chr_002	82.724	301	45	5	264	562	586310	586605	1.5699999999999999e-68	261.0
