qseqid	sseqid	pid	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	Normalized_Score
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_003	91.279	172	15	0	3429	3600	22201776	22201947	6.32e-60	235.0	1.37
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_001	91.93	632	40	3	1689	2320	20647310	20647930	0.0	876.0	1.41
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_001	87.675	714	63	15	64	756	10951469	10952178	0.0	808.0	1.14
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_004	89.726	438	19	18	2385	2797	13359510	13359946	1.55e-150	536.0	1.23
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_002	95.625	320	12	1	1873	2190	12437056	12437375	7.25e-144	514.0	1.61
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_004	92.513	2738	117	49	821	3481	12350165	12352891	0.0	3842.0	1.41
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_002	89.231	975	42	36	2475	3388	7364471	7365443	0.0	1160.0	1.19
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_003	90.646	588	45	7	3024	3603	13784947	13785532	0.0	773.0	1.32
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_003	88.004	1017	50	46	2633	3592	11740634	11741635	0.0	1136.0	1.13
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_005	89.073	302	25	6	2	298	4616173	4616471	5.97e-100	368.0	1.23
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_004	93.895	475	12	9	617	1079	10091190	10091659	0.0	701.0	1.49
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_001	91.475	1654	78	23	992	2617	8468205	8469823	0.0	2215.0	1.37
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_001	90.411	1460	83	22	2	1428	16239646	16241081	0.0	1868.0	1.3
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_002	94.415	376	20	1	2239	2614	12437377	12437751	9.110000000000001e-163	577.0	1.54
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_004	89.676	339	34	1	1333	1671	13850547	13850884	7.509999999999999e-119	431.0	1.28
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_005	93.333	285	18	1	3320	3603	17013522	17013806	1.62e-115	420.0	1.48
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_003	89.15	1576	79	30	356	1881	13100643	13102176	0.0	1879.0	1.23
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_003	95.706	163	7	0	3438	3600	14207311	14207473	2.8999999999999996e-68	263.0	1.62
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_002	90.343	1284	79	16	979	2250	17076358	17077608	0.0	1644.0	1.32
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_003	88.535	314	30	6	2	315	13100344	13100651	9.920000000000001e-103	377.0	1.23
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_004	90.256	195	16	2	626	820	30722618	30722809	6.27e-65	252.0	1.32
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_005	89.185	601	60	5	1909	2507	11088779	11089376	0.0	747.0	1.25
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_002	96.382	304	9	2	1365	1668	11830027	11830328	2.03e-139	499.0	1.66
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_003	92.331	1982	109	20	368	2309	11738258	11740236	0.0	2780.0	1.41
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_004	87.45	502	28	8	107	607	10090742	10091209	2.57e-153	545.0	1.17
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_001	94.34	159	8	1	2279	2437	20610260	20610417	3.78e-62	243.0	1.55
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_005	90.503	179	15	2	3427	3603	4050661	4050839	6.32e-60	235.0	1.32
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_004	86.373	499	29	12	361	820	22854215	22854713	3.37e-142	508.0	1.02
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_003	94.896	529	27	0	1514	2042	13784369	13784897	0.0	830.0	1.57
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_004	88.288	1682	114	44	1975	3599	1493389	1495044	0.0	1938.0	1.17
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_004	88.115	1220	83	43	2385	3543	13389787	13391005	0.0	1393.0	1.14
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_003	92.371	603	28	9	827	1414	13783771	13784370	0.0	843.0	1.41
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_004	91.703	928	48	13	827	1742	22854755	22855665	0.0	1260.0	1.38
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_004	93.81	1551	66	22	1332	2853	14215674	14217223	0.0	2307.0	1.49
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_005	93.333	75	1	3	821	891	13533414	13533488	1.4400000000000001e-21	108.0	1.46
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_001	88.542	96	9	2	3024	3117	14098808	14098903	8.59e-24	115.0	1.21
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_002	92.985	1896	59	46	1765	3599	11830429	11832311	0.0	2699.0	1.43
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_005	86.585	656	57	11	1204	1858	11088154	11088779	0.0	695.0	1.11
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_001	93.134	568	30	4	966	1524	20646743	20647310	0.0	824.0	1.45
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_002	87.586	435	41	7	356	783	9671041	9671469	3.3999999999999997e-137	492.0	1.15
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_001	93.173	249	7	4	361	607	12120718	12120958	1.29e-96	357.0	1.49
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_004	90.217	276	25	2	3324	3599	14217629	14217902	3.59e-97	359.0	1.32
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_004	92.228	193	15	0	3411	3603	12882279	12882471	1.34e-71	274.0	1.43
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_004	89.706	408	15	15	2906	3286	14217225	14217632	2.62e-138	496.0	1.22
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_004	88.946	389	23	7	428	799	11703896	11704281	2.66e-128	462.0	1.2
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_005	93.557	357	22	1	3245	3600	9797276	9797632	7.19e-149	531.0	1.49
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_005	93.684	190	11	1	3415	3603	13536231	13536420	2.22e-74	283.0	1.5
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_002	92.045	616	35	9	823	1426	3407365	3407978	0.0	854.0	1.39
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_003	91.712	929	32	27	2718	3601	25871835	25872763	0.0	1247.0	1.34
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_003	94.224	1662	55	12	821	2478	5905626	5907250	0.0	2501.0	1.54
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_001	93.972	282	17	0	3320	3601	19591021	19591302	9.710000000000001e-118	427.0	1.52
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_004	93.05	259	17	1	563	820	1492429	1492687	9.920000000000001e-103	377.0	1.46
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_005	88.252	698	42	11	2	678	11707432	11708110	0.0	798.0	1.18
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_002	91.148	1977	84	19	2	1967	19579387	19581283	0.0	2599.0	1.37
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_002	95.553	877	28	6	827	1692	12436192	12437068	0.0	1393.0	1.59
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_002	89.958	239	20	2	3365	3603	12437958	12438192	4.75e-81	305.0	1.3
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_003	90.208	480	27	8	356	820	13783255	13783729	3.23e-172	608.0	1.28
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_001	90.058	171	17	0	3431	3601	12124833	12125003	4.92e-56	222.0	1.31
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_005	91.122	1194	47	15	46	1214	16273315	16274474	0.0	1563.0	1.35
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_004	88.261	230	17	4	558	779	30773658	30773885	2.24e-69	267.0	1.18
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_004	91.837	441	35	1	1504	1944	1492962	1493401	1.93e-174	616.0	1.4
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_003	95.808	167	7	0	3433	3599	18907212	18907378	1.73e-70	270.0	1.63
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_001	84.756	164	18	4	2367	2530	21793802	21793958	1.4100000000000001e-36	158.0	1.01
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_001	90.19	316	27	3	2	315	12120409	12120722	9.78e-113	411.0	1.31
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_003	89.936	467	41	3	2	462	5904800	5905266	6.990000000000001e-169	597.0	1.28
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_001	93.763	497	18	6	821	1305	18899110	18899605	0.0	734.0	1.48
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_001	96.17	235	9	0	564	798	13904078	13904312	5.93e-105	385.0	1.65
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_002	88.543	995	76	25	1847	2822	17043517	17044492	0.0	1173.0	1.2
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_002	94.57	221	10	2	3094	3312	12437742	12437962	1.3e-91	340.0	1.55
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_003	90.0	340	24	5	3024	3361	17141118	17141449	7.509999999999999e-119	431.0	1.3
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_001	92.346	405	21	3	827	1221	12121184	12121588	5.4800000000000005e-160	568.0	1.41
Contig[0333].fam8.noTIR.C.DDE#DNA/TcMar	chr_003	92.523	856	43	7	1581	2433	27728599	27729436	0.0	1208.0	1.44
Contig[0334].H#DNA/TcMar	chr_002	97.02	906	25	2	4	909	17024760	17025663	0.0	1528.0	1.69
Contig[0334].H#DNA/TcMar	chr_001	98.099	263	5	0	647	909	13496322	13496584	8.5e-128	459.0	1.75
Contig[0334].H#DNA/TcMar	chr_004	93.573	918	40	8	1	909	16967471	16968378	0.0	1356.0	1.5
Contig[0334].H#DNA/TcMar	chr_001	96.111	180	7	0	1	180	13496143	13496322	1.9600000000000003e-79	298.0	1.66
Contig[0334].H#DNA/TcMar	chr_005	96.171	914	29	3	1	909	7249070	7249982	0.0	1493.0	1.64
Contig[0334].H#DNA/TcMar	chr_001	98.113	53	0	1	728	780	421293	421344	3.57e-17	91.6	1.8
Contig[0334].H#DNA/TcMar	chr_001	97.36	909	22	2	1	909	528804	529710	0.0	1548.0	1.71
Contig[0334].H#DNA/TcMar	chr_005	96.458	367	13	0	543	909	26725462	26725828	2.8699999999999997e-172	606.0	1.66
Contig[0335]#unclass/unclass	chr_002	99.142	233	2	0	1	233	22686112	22686344	2.63e-117	422.0	1.82
Contig[0335]#unclass/unclass	chr_002	95.279	233	11	0	1	233	15207779	15208011	2.68e-102	372.0	1.6
Contig[0335]#unclass/unclass	chr_004	93.991	233	10	4	1	233	17246336	17246564	1.26e-95	350.0	1.54
Contig[0337]#nonTE/REP-MAC	chr_004	98.93	187	2	0	1	187	14742952	14743138	7.629999999999999e-92	337.0	1.81
Contig[0337]#nonTE/REP-MAC	chr_003	99.465	187	1	0	1	187	29672866	29673052	1.64e-93	342.0	1.84
Contig[0337]#nonTE/REP-MAC	chr_001	99.459	185	1	0	1	185	15882038	15882222	2.12e-92	339.0	1.84
Contig[0337]#nonTE/REP-MAC	chr_005	99.465	187	1	0	1	187	21036351	21036537	1.64e-93	342.0	1.84
Contig[0337]#nonTE/REP-MAC	chr_003	98.387	62	1	0	126	187	18267321	18267382	1.81e-23	110.0	1.8
Contig[0337]#nonTE/REP-MAC	chr_002	99.057	106	1	0	82	187	25070608	25070713	1.75e-48	193.0	1.84
Contig[0337]#nonTE/REP-MAC	chr_004	99.465	187	1	0	1	187	2945556	2945742	1.64e-93	342.0	1.84
Contig[0341]#DNA/Merlin	chr_001	90.305	557	48	3	1	555	2183091	2183643	0.0	730.0	1.32
Contig[0342]#DNA/Maverick-Tlr	chr_005	98.566	279	4	0	1	279	19116815	19117093	5.57e-140	497.0	1.79
Contig[0342]#DNA/Maverick-Tlr	chr_005	89.597	298	27	3	1	298	18266765	18267058	2.11e-104	379.0	1.29
Contig[0342]#DNA/Maverick-Tlr	chr_002	94.372	231	13	0	1	231	7755061	7755291	2.74e-98	359.0	1.56
Contig[0342]#DNA/Maverick-Tlr	chr_001	89.262	298	31	1	1	298	32806086	32806382	2.72e-103	375.0	1.27
Contig[0342]#DNA/Maverick-Tlr	chr_002	94.932	296	10	2	3	298	12612390	12612680	2.0300000000000002e-129	462.0	1.59
Contig[0342]#DNA/Maverick-Tlr	chr_005	91.892	296	24	0	3	298	14565895	14566190	4.46e-116	418.0	1.42
Contig[0343]#unclass/unclass	chr_002	98.089	157	3	0	1	157	20127990	20128146	1.3800000000000001e-73	276.0	1.77
Contig[0343]#unclass/unclass	chr_002	98.089	157	3	0	1	157	3898705	3898861	1.3800000000000001e-73	276.0	1.77
Contig[0343]#unclass/unclass	chr_005	91.262	103	6	2	1	101	9791364	9791465	1.9e-32	139.0	1.38
Contig[0343]#unclass/unclass	chr_004	98.726	157	2	0	1	157	13913143	13913299	2.98e-75	281.0	1.8
Contig[0343]#unclass/unclass	chr_003	94.776	134	7	0	1	134	12115386	12115519	1.42e-53	209.0	1.57
Contig[0345]#unclass/unclass	chr_003	99.32	147	1	0	1	147	13087867	13088013	2.14e-71	268.0	1.84
Contig[0345]#unclass/unclass	chr_003	97.279	147	4	0	1	147	13091398	13091544	2.16e-66	252.0	1.73
Contig[0345]#unclass/unclass	chr_003	98.639	147	2	0	1	147	13108809	13108955	9.97e-70	263.0	1.8
Contig[0345]#unclass/unclass	chr_003	97.959	147	3	0	1	147	13046836	13046982	4.64e-68	257.0	1.76
Contig[0346]#DNA/TcMar	chr_004	96.687	664	21	1	1	664	12046633	12047295	0.0	1112.0	1.68
Contig[0346]#DNA/TcMar	chr_002	95.257	738	29	1	1	732	10063761	10064498	0.0	1170.0	1.59
Contig[0346]#DNA/TcMar	chr_004	92.608	744	28	6	1	732	15674603	15675331	0.0	1050.0	1.44
Contig[0346]#DNA/TcMar	chr_001	95.516	736	27	3	1	732	18343271	18344004	0.0	1177.0	1.61
Contig[0346]#DNA/TcMar	chr_003	96.603	736	20	2	1	732	308770	309504	0.0	1221.0	1.66
Contig[0346]#DNA/TcMar	chr_004	96.506	601	17	1	136	732	12029174	12029774	0.0	1000.0	1.67
Contig[0346]#DNA/TcMar	chr_004	97.143	105	1	1	1	105	12029078	12029180	7.67e-43	176.0	1.73
Contig[0348].chkTE#DNA/TcMar	chr_003	92.736	413	21	2	205	611	13446866	13447275	3.4500000000000006e-167	590.0	1.44
Contig[0348].chkTE#DNA/TcMar	chr_005	93.119	218	11	2	868	1081	11896652	11896869	2.31e-89	331.0	1.53
Contig[0348].chkTE#DNA/TcMar	chr_003	98.701	77	0	1	1	76	31502658	31502734	1.94e-30	135.0	1.78
Contig[0348].chkTE#DNA/TcMar	chr_001	97.804	592	13	0	271	862	4270355	4270946	0.0	1024.0	1.73
Contig[0348].chkTE#DNA/TcMar	chr_001	92.479	359	20	4	724	1081	14095668	14096020	1.28e-146	521.0	1.48
Contig[0348].chkTE#DNA/TcMar	chr_005	93.22	236	13	3	849	1081	11373668	11373903	3.81e-97	357.0	1.52
Contig[0348].chkTE#DNA/TcMar	chr_001	89.362	94	7	3	988	1080	21066369	21066460	2.5299999999999998e-24	115.0	1.26
Contig[0348].chkTE#DNA/TcMar	chr_004	88.176	499	52	6	1	496	19023381	19023875	3.4500000000000006e-167	590.0	1.19
Contig[0348].chkTE#DNA/TcMar	chr_001	91.398	93	7	1	601	693	11960491	11960582	1.1700000000000001e-27	126.0	1.38
Contig[0348].chkTE#DNA/TcMar	chr_003	89.633	1090	61	19	1	1081	12790147	12791193	0.0	1352.0	1.29
Contig[0348].chkTE#DNA/TcMar	chr_004	90.206	388	35	3	1	387	17943129	17943514	1.2899999999999999e-141	505.0	1.31
Contig[0348].chkTE#DNA/TcMar	chr_004	96.324	816	26	4	270	1081	13504816	13505631	0.0	1354.0	1.66
Contig[0348].chkTE#DNA/TcMar	chr_001	95.104	674	32	1	409	1081	22949263	22949936	0.0	1075.0	1.6
Contig[0348].chkTE#DNA/TcMar	chr_004	96.732	459	14	1	1	458	20492896	20493354	0.0	765.0	1.67
Contig[0348].chkTE#DNA/TcMar	chr_003	95.886	316	12	1	548	862	12695238	12695553	2.76e-143	510.0	1.62
Contig[0348].chkTE#DNA/TcMar	chr_002	85.476	599	64	11	490	1081	14721607	14722189	2.05e-174	614.0	1.05
Contig[0348].chkTE#DNA/TcMar	chr_005	91.413	361	19	9	721	1081	17130367	17130715	2.15e-139	497.0	1.43
Contig[0348].chkTE#DNA/TcMar	chr_003	95.026	382	18	1	701	1081	24157445	24157826	2.05e-174	614.0	1.61
Contig[0348].chkTE#DNA/TcMar	chr_003	95.135	370	17	1	1	369	12694596	12694965	1.6099999999999998e-165	584.0	1.58
Contig[0348].chkTE#DNA/TcMar	chr_003	86.101	849	111	7	236	1081	12136441	12137285	0.0	918.0	1.09
Contig[0348].chkTE#DNA/TcMar	chr_002	94.595	74	2	2	1	72	13065003	13065076	9.11e-24	113.0	1.55
Contig[0348].chkTE#DNA/TcMar	chr_005	95.868	242	9	1	1	241	10606968	10607209	3.76e-107	390.0	1.62
Contig[0348].chkTE#DNA/TcMar	chr_004	93.18	1085	68	6	1	1081	17313908	17314990	0.0	1605.0	1.48
Contig[0348].chkTE#DNA/TcMar	chr_002	94.695	377	19	1	92	468	13065067	13065442	4.4600000000000003e-166	586.0	1.56
Contig[0348].chkTE#DNA/TcMar	chr_005	90.526	475	42	3	49	522	12383955	12384427	2.63e-178	627.0	1.33
Contig[0348].chkTE#DNA/TcMar	chr_002	88.19	525	33	5	557	1081	9880078	9880573	2.05e-174	614.0	1.24
Contig[0348].chkTE#DNA/TcMar	chr_004	89.344	488	49	3	18	503	19232745	19233231	7.36e-174	612.0	1.26
Contig[0348].chkTE#DNA/TcMar	chr_001	97.248	109	2	1	1	108	4270250	4270358	6.84e-45	183.0	1.69
Contig[0348].chkTE#DNA/TcMar	chr_004	85.714	357	46	4	472	824	27488752	27489107	1.36e-101	372.0	1.05
Contig[0348].chkTE#DNA/TcMar	chr_005	93.264	386	21	4	699	1081	15415901	15416284	2.6900000000000004e-163	577.0	1.51
Contig[0348].chkTE#DNA/TcMar	chr_002	91.136	1083	65	10	1	1081	17810771	17811824	0.0	1456.0	1.38
Contig[0349]#unclass/unclass	chr_003	86.919	344	41	3	170	513	15948444	15948783	4.1e-106	387.0	1.14
Contig[0349]#unclass/unclass	chr_001	88.659	917	100	3	1	917	33042139	33043051	0.0	1129.0	1.24
Contig[0349]#unclass/unclass	chr_002	94.455	505	24	1	417	917	2928032	2928536	0.0	789.0	1.57
Contig[0349]#unclass/unclass	chr_005	94.164	891	37	1	27	917	19422783	19423658	0.0	1360.0	1.55
Contig[0349]#unclass/unclass	chr_003	96.292	917	34	0	1	917	2074263	2075179	0.0	1524.0	1.66
Contig[0349]#unclass/unclass	chr_004	91.525	118	7	2	1	115	20276129	20276246	7.53e-39	163.0	1.39
Contig[0349]#unclass/unclass	chr_002	95.48	177	8	0	1	177	13332393	13332569	1.19e-76	289.0	1.64
Contig[0349]#unclass/unclass	chr_002	93.277	238	16	0	1	238	15927697	15927934	3.22e-97	357.0	1.51
Contig[0349]#unclass/unclass	chr_005	93.75	320	20	0	330	649	9148843	9149162	1.41e-135	484.0	1.52
Contig[0349]#unclass/unclass	chr_002	96.162	912	35	0	6	917	18595981	18596892	0.0	1509.0	1.66
Contig[0349]#unclass/unclass	chr_003	97.11	173	5	0	1	173	19462690	19462862	1.98e-79	298.0	1.73
Contig[0349]#unclass/unclass	chr_003	93.77	915	57	0	3	917	19118812	19119726	0.0	1395.0	1.53
Contig[0349]#unclass/unclass	chr_002	93.443	122	8	0	1	122	2927902	2928023	1.6099999999999998e-45	185.0	1.53
Contig[0349]#unclass/unclass	chr_005	91.866	209	17	0	709	917	9149679	9149887	4.25e-81	303.0	1.46
Contig[0349]#unclass/unclass	chr_003	89.971	339	30	3	170	508	15966058	15966392	1.12e-121	438.0	1.31
Contig[0351].chkTE#unclass/unclass	chr_003	96.667	150	5	0	1	150	7954471	7954620	6.0800000000000004e-65	250.0	1.68
Contig[0351].chkTE#unclass/unclass	chr_004	97.71	131	2	1	1	131	18023782	18023911	3.69e-57	224.0	1.74
Contig[0351].chkTE#unclass/unclass	chr_005	92.749	993	47	3	1	988	17125158	17126130	0.0	1428.0	1.47
Contig[0351].chkTE#unclass/unclass	chr_004	94.922	512	22	4	1	510	3734992	3735501	0.0	800.0	1.57
Contig[0351].chkTE#unclass/unclass	chr_004	96.046	784	26	4	211	991	18025906	18026687	0.0	1286.0	1.65
Contig[0351].chkTE#unclass/unclass	chr_004	91.949	708	52	5	288	991	9836707	9837413	0.0	1003.0	1.42
Contig[0351].chkTE#unclass/unclass	chr_003	93.152	993	53	12	1	991	25230760	25231739	0.0	1459.0	1.49
Contig[0351].chkTE#unclass/unclass	chr_001	96.371	992	26	8	1	991	11669522	11670504	0.0	1635.0	1.66
Contig[0351].chkTE#unclass/unclass	chr_003	96.402	806	23	5	189	991	7954609	7955411	0.0	1338.0	1.67
Contig[0352]#unclass/unclass	chr_003	94.805	77	4	0	141	217	19136581	19136657	1.06e-26	121.0	1.59
Contig[0352]#unclass/unclass	chr_001	95.58	181	5	3	51	231	7177970	7178147	2.75e-77	289.0	1.63
Contig[0352]#unclass/unclass	chr_001	89.655	232	18	4	3	231	16796635	16796863	2.13e-78	292.0	1.28
Contig[0354].H.Polinton.POL.noend#DNA/Maverick	chr_002	94.641	2146	96	10	633	2764	21743164	21745304	0.0	3362.0	1.57
Contig[0354].H.Polinton.POL.noend#DNA/Maverick	chr_002	94.99	1916	91	4	1	1913	7336517	7338430	0.0	3033.0	1.59
Contig[0354].H.Polinton.POL.noend#DNA/Maverick	chr_001	100.0	59	0	0	3340	3398	21208059	21208117	3.77e-22	110.0	1.9
Contig[0354].H.Polinton.POL.noend#DNA/Maverick	chr_005	95.867	1379	54	2	1224	2602	13813779	13815154	0.0	2259.0	1.64
Contig[0354].H.Polinton.POL.noend#DNA/Maverick	chr_002	86.491	607	38	14	2796	3398	22889339	22889905	0.0	643.0	1.14
Contig[0354].H.Polinton.POL.noend#DNA/Maverick	chr_004	94.85	932	30	8	1072	1987	18631694	18632623	0.0	1469.0	1.58
Contig[0354].H.Polinton.POL.noend#DNA/Maverick	chr_005	94.684	602	27	3	1	602	13813183	13813779	0.0	935.0	1.57
Contig[0354].H.Polinton.POL.noend#DNA/Maverick	chr_004	95.342	966	39	4	1710	2670	19032885	19033849	0.0	1550.0	1.61
Contig[0354].H.Polinton.POL.noend#DNA/Maverick	chr_001	94.723	3411	144	11	1	3398	12464863	12468250	0.0	5349.0	1.58
Contig[0354].H.Polinton.POL.noend#DNA/Maverick	chr_001	93.91	3399	163	15	1	3398	31289379	31292734	0.0	5169.0	1.54
Contig[0354].H.Polinton.POL.noend#DNA/Maverick	chr_003	95.088	285	13	1	282	566	28776022	28776305	5.43e-125	451.0	1.59
Contig[0354].H.Polinton.POL.noend#DNA/Maverick	chr_004	94.173	738	40	3	2661	3398	3664153	3664887	0.0	1142.0	1.56
Contig[0354].H.Polinton.POL.noend#DNA/Maverick	chr_004	91.291	1952	127	17	85	2018	11740604	11742530	0.0	2656.0	1.38
Contig[0354].H.Polinton.POL.noend#DNA/Maverick	chr_004	95.632	641	25	2	322	962	18631053	18631690	0.0	1037.0	1.63
Contig[0354].H.Polinton.POL.noend#DNA/Maverick	chr_004	90.629	811	62	7	2468	3267	11742530	11743337	0.0	1090.0	1.35
Contig[0354].H.Polinton.POL.noend#DNA/Maverick	chr_002	94.241	573	30	3	2827	3398	21745295	21745865	0.0	889.0	1.56
Contig[0354].H.Polinton.POL.noend#DNA/Maverick	chr_001	91.634	1542	81	16	1890	3398	17476691	17478217	0.0	2130.0	1.4
Contig[0354].H.Polinton.POL.noend#DNA/Maverick	chr_004	93.312	628	31	2	2771	3398	19033849	19034465	0.0	937.0	1.52
Contig[0354].H.Polinton.POL.noend#DNA/Maverick	chr_004	96.48	2756	94	3	1	2755	3661262	3664015	0.0	4608.0	1.67
Contig[0354].H.Polinton.POL.noend#DNA/Maverick	chr_005	95.094	265	12	1	3134	3398	11725686	11725949	5.51e-115	418.0	1.59
Contig[0354].H.Polinton.POL.noend#DNA/Maverick	chr_002	87.727	440	28	9	2851	3283	9396663	9397083	1.91e-139	499.0	1.19
Contig[0358].H#DNA/Maverick	chr_004	95.455	264	9	2	946	1209	29973091	29973351	4.16e-117	424.0	1.63
Contig[0358].H#DNA/Maverick	chr_005	93.431	959	62	1	1	958	24688047	24689005	0.0	1480.0	1.54
Contig[0358].H#DNA/Maverick	chr_004	94.839	155	8	0	650	804	29972938	29973092	1.25e-62	243.0	1.58
Contig[0358].H#DNA/Maverick	chr_001	89.254	335	36	0	1	335	21287976	21288310	6.82e-130	466.0	1.4
Contig[0358].H#DNA/Maverick	chr_002	89.34	197	8	6	1027	1211	8833090	8833285	5.82e-61	237.0	1.22
Contig[0358].H#DNA/Maverick	chr_005	86.495	970	101	18	262	1208	20353626	20354588	0.0	1068.0	1.11
Contig[0358].H#DNA/Maverick	chr_005	85.207	169	23	1	202	370	16007749	16007915	1.2800000000000002e-47	193.0	1.16
Contig[0358].H#DNA/Maverick	chr_002	94.063	539	32	0	449	987	10788020	10788558	0.0	833.0	1.55
Contig[0358].H#DNA/Maverick	chr_001	85.635	181	12	5	1035	1211	14513472	14513642	9.94e-44	180.0	1.06
Contig[0358].H#DNA/Maverick	chr_002	92.123	749	56	1	1	749	13362881	13363626	0.0	1101.0	1.48
Contig[0360].check-RbBEL-86_AA-I#unclass/unclass	chr_005	90.514	253	17	5	407	659	10489629	10489874	4.9899999999999996e-89	329.0	1.34
Contig[0360].check-RbBEL-86_AA-I#unclass/unclass	chr_001	96.402	667	16	2	1	659	19432796	19433462	0.0	1098.0	1.65
Contig[0360].check-RbBEL-86_AA-I#unclass/unclass	chr_003	94.57	663	31	2	1	659	21110148	21110809	0.0	1027.0	1.55
Contig[0360].check-RbBEL-86_AA-I#unclass/unclass	chr_002	92.222	270	16	2	28	297	3909943	3910207	4.879999999999999e-104	379.0	1.44
Contig[0360].check-RbBEL-86_AA-I#unclass/unclass	chr_005	93.432	472	21	3	1	468	9687581	9688046	0.0	699.0	1.5
Contig[0360].check-RbBEL-86_AA-I#unclass/unclass	chr_004	97.42	659	16	1	1	659	30792000	30792657	0.0	1129.0	1.72
