Taxon	Major_Clade	Minor_Clade
Spermatozopsis	Archaeplastida	Chlorophyta
Staurocarteria	Archaeplastida	Chlorophyta
Stephanosphaera	Archaeplastida	Chlorophyta
Stichococcus	Archaeplastida	Chlorophyta
Stigeoclonium	Archaeplastida	Chlorophyta
Stigeoclonium	Archaeplastida	Chlorophyta
Stigeoclonium	Archaeplastida	Chlorophyta
Sykidion	Archaeplastida	Chlorophyta
Symbiochlorum	Archaeplastida	Chlorophyta
Tetradesmus	Archaeplastida	Chlorophyta
Tetradesmus	Archaeplastida	Chlorophyta
Tetradesmus	Archaeplastida	Chlorophyta
Tetradesmus	Archaeplastida	Chlorophyta
Tetradesmus	Archaeplastida	Chlorophyta
Tetradesmus	Archaeplastida	Chlorophyta
Tetraedron	Archaeplastida	Chlorophyta
Tetraselmis	Archaeplastida	Chlorophyta
Tetraselmis	Archaeplastida	Chlorophyta
Tetraselmis	Archaeplastida	Chlorophyta
Tetraselmis	Archaeplastida	Chlorophyta
Tetraselmis	Archaeplastida	Chlorophyta
Tetraselmis	Archaeplastida	Chlorophyta
Tetraselmis	Archaeplastida	Chlorophyta
Tetraselmis	Archaeplastida	Chlorophyta
Trebouxia	Archaeplastida	Chlorophyta
Trebouxia	Archaeplastida	Chlorophyta
Trebouxia	Archaeplastida	Chlorophyta
Trebouxia	Archaeplastida	Chlorophyta
Trentepohlia	Archaeplastida	Chlorophyta
Trentepohlia	Archaeplastida	Chlorophyta
Udotea	Archaeplastida	Chlorophyta
Ulothrix	Archaeplastida	Chlorophyta
Ulva	Archaeplastida	Chlorophyta
Ulva	Archaeplastida	Chlorophyta
Ulva	Archaeplastida	Chlorophyta
Ulva	Archaeplastida	Chlorophyta
Ulva	Archaeplastida	Chlorophyta
Ulva	Archaeplastida	Chlorophyta
Ulva	Archaeplastida	Chlorophyta
Ulvella	Archaeplastida	Chlorophyta
Uronema	Archaeplastida	Chlorophyta
Uronema	Archaeplastida	Chlorophyta
Verrucodesmus	Archaeplastida	Chlorophyta
Vitreochlamys	Archaeplastida	Chlorophyta
Vitreochlamys	Archaeplastida	Chlorophyta
Volvox	Archaeplastida	Chlorophyta
Volvox	Archaeplastida	Chlorophyta
Volvox	Archaeplastida	Chlorophyta
Volvox	Archaeplastida	Chlorophyta
Volvox	Archaeplastida	Chlorophyta
Volvox	Archaeplastida	Chlorophyta
Volvox	Archaeplastida	Chlorophyta
Volvox	Archaeplastida	Chlorophyta
Volvox	Archaeplastida	Chlorophyta
Volvox	Archaeplastida	Chlorophyta
Volvox	Archaeplastida	Chlorophyta
Volvulina	Archaeplastida	Chlorophyta
Volvulina	Archaeplastida	Chlorophyta
Volvulina	Archaeplastida	Chlorophyta
